Alignment,Outlier_Seq_No,Z_score,PT_ID
3J6H4,16,9478.XP_008056925.1,5.930066388535068
3J6H5,47,9668.ENSMPUP00000006786,6.892181787781456
3J6H6,12,9361.ENSDNOP00000023189,6.340836100569805
3J6H7,46,9713.XP_006740945.1,7.5869963567969085
3J6H8,45,246437.XP_006149236.1,8.922961604739971
3J6H9,16,9707.XP_004413723.1,6.163242988058827
3J6HB,4,42254.XP_004620275.1,6.282203464204791
3J6HC,36,225400.XP_006770670.1,5.9578384447634205
3J6HD,16,9402.XP_006906379.1,8.541320716296395
3J6HE,39,89462.XP_006057490.1,8.36084415549771
3J6HF,24,9778.XP_004383936.1,5.460234075479382
3J6HG,28,9818.XP_007941218.1,6.566478037576707
3J6HH,55,59538.XP_005961161.1,7.016700212835618
3J6HI,7,13616.ENSMODP00000017473,8.312048017881589
3J6HJ,2,246437.XP_006152928.1,7.302620440468285
3J6HK,40,9785.ENSLAFP00000023160,8.892534302835477
3J6HN,45,885580.XP_010626085.1,7.497280150712409
3J6HP,78,9371.XP_004714241.1,6.9792925251653495
3J6HQ,9,9767.XP_007176340.1,4.450871758176617
3J6HR,47,9767.XP_007183371.1,5.48523398273652
3J6HS,8,10160.XP_004644683.1,7.353791900723663
3J6HT,5,29078.XP_008153118.1,8.079418577918307
3J6HW,28,10036.XP_005084384.1,6.783057980947112
3J6HX,52,72004.XP_005886791.1,5.102622267091994
3J6HY,13,30611.ENSOGAP00000022565,7.576942805356201
3J6HZ,67,9597.XP_008962464.1,3.658328665554555
3J6I0,21,9478.XP_008071870.1,7.508687254432858
3J6I1,18,9371.XP_004710733.1,8.107794047953833
3J6I2,56,61853.ENSNLEP00000021148,4.678057511890164
3J6I4,2,34839.XP_005405567.1,6.277854431681514
3J6I5,22,10029.XP_007652992.1,8.194797047396207
3J6I6,38,79684.XP_005353152.1,8.290853752353707
3J6I7,24,885580.XP_010602055.1,5.3984862512510885
3J6I8,3,29073.XP_008707347.1,6.997608388132385
3J6I9,67,9597.XP_003816596.1,6.805677066696674
3J6IA,34,9612.ENSCAFP00000039391,4.297954903272203
3J6IB,67,9612.ENSCAFP00000009412,8.091698028038957
3J6IC,35,246437.XP_006166822.1,7.939684759132789
3J6ID,69,9597.XP_008961313.1,8.196708267301306
3J6IE,35,9478.XP_008066985.1,5.245150133770077
3J6IF,22,9371.XP_004708697.1,8.63590398918599
3J6IG,22,9986.ENSOCUP00000006984,8.115754393948055
3J6IH,32,9940.ENSOARP00000005961,6.333895118729429
3J6II,14,9305.ENSSHAP00000001769,7.985694091749241
3J6IJ,24,246437.XP_006156998.1,4.945131953529484
3J6IK,58,42254.XP_004602654.1,5.766944810484586
3J6IN,36,109478.XP_005879660.1,8.049849920732997
3J6IP,5,13616.ENSMODP00000026002,5.3764048841643275
3J6IQ,57,42254.XP_004602604.1,6.3169089353264525
3J6IR,52,109478.XP_005880440.1,6.402762888269443
3J6IS,44,9694.XP_007096687.1,6.3253047270696685
3J6IT,40,89462.XP_006063779.1,4.803718776499429
3J6IU,10,10181.XP_004866350.1,7.101622908048742
3J6IV,52,89462.XP_006066635.1,7.031393593575073
3J6IW,15,9478.XP_008068048.1,4.246432560547448
3J6IX,48,246437.XP_006140058.1,8.139985365631118
3J6IY,7,13616.ENSMODP00000008535,5.3519646587933085
3J6J0,64,34839.XP_005377523.1,6.598835826997503
3J6J1,30,109478.XP_005873197.1,5.7679191147261095
3J6J2,49,9986.ENSOCUP00000017660,6.975286664621629
3J6J3,39,885580.XP_010610997.1,5.747239989829282
3J6J4,64,51337.XP_004668197.1,8.379720166639373
3J6J5,1,1026970.XP_008829478.1,8.244679331586006
3J6J6,7,9668.ENSMPUP00000009178,3.34270260262244
3J6J7,12,10029.XP_007612108.1,8.394534556041226
3J6J8,12,9361.ENSDNOP00000003294,7.624323553388261
3J6J9,67,9555.ENSPANP00000008593,8.005409442388599
3J6JA,2,9713.XP_006732546.1,3.822767440298615
3J6JB,29,10029.XP_007639860.1,5.142919984875808
3J6JC,35,9778.XP_004375120.1,5.1953343003587955
3J6JD,7,10181.XP_004835266.1,5.296421157022971
3J6JE,54,61853.ENSNLEP00000023258,3.407328967641781
3J6JF,61,34839.XP_005375816.1,3.860068505347979
3J6JG,40,79684.XP_005356416.1,3.071600730272424
3J6JH,10,13616.ENSMODP00000005177,6.207545786708065
3J6JI,49,59538.XP_005974545.1,8.685349067665255
3J6JJ,8,28737.XP_006893478.1,6.708694871607124
3J6JK,63,51337.XP_004664079.1,8.117916184139563
3J6JM,32,9940.ENSOARP00000003517,6.155467901611878
3J6JP,55,59538.XP_005971741.1,4.804695113903483
3J6JQ,24,885580.XP_010615148.1,7.18967385270473
3J6JS,24,1026970.XP_008838151.1,6.782204786662995
3J6JT,20,9541.XP_005582203.1,7.145554067652267
3J6JU,113,9361.ENSDNOP00000033770,9.572185512268534
3J6JV,69,9601.ENSPPYP00000009518,7.249091082788226
3J6JW,31,246437.XP_006147538.1,6.282008954965466
3J6JX,15,9258.ENSOANP00000024697,8.305475720627573
3J6JZ,52,109478.XP_005856959.1,7.429571777045651
3J6K0,34,246437.XP_006153601.1,4.208164336970782
3J6K1,29,10029.XP_007639238.1,8.071731914971785
3J6K2,2,482537.XP_008585436.1,8.191498602249125
3J6K3,108,885580.XP_010641874.1,7.89298369739079
3J6K4,54,51337.XP_004660286.1,6.887506364402378
3J6K6,55,34839.XP_005389345.1,4.53809039848792
3J6K7,31,9978.XP_004594232.1,7.190871511404246
3J6K8,17,9365.XP_007529144.1,8.364719429700628
3J6K9,24,9986.ENSOCUP00000001578,7.932882758197351
3J6KA,18,9365.XP_007537513.1,5.813908333201825
3J6KB,21,9361.ENSDNOP00000030175,8.710555358327952
3J6KC,3,27679.XP_010335723.1,7.777440754782073
3J6KD,36,225400.XP_006778748.1,6.132266266851489
3J6KE,64,9606.ENSP00000299642,8.089107146667667
3J6KF,38,59538.XP_005960277.1,5.398237812595195
3J6KG,73,9778.XP_004374110.1,7.0761609312872515
3J6KH,2,885580.XP_010607554.1,5.316814233323512
3J6KI,41,89462.XP_006073165.1,5.848510785186346
3J6KJ,63,59538.XP_005954892.1,7.39144659157184
3J6KK,6,13616.ENSMODP00000009360,3.9798068989444237
3J6KM,19,9315.ENSMEUP00000010013,7.855021494059183
3J6KN,49,79684.XP_005367550.1,6.969023114835507
3J6KP,13,9305.ENSSHAP00000005104,6.597590675980742
3J6KQ,44,28737.XP_006881927.1,8.179785938339322
3J6KR,52,89462.XP_006057252.1,8.660403490422926
3J6KS,31,885580.XP_010620836.1,7.713282516760674
3J6KU,63,9597.XP_008953002.1,8.16079227981309
3J6KV,5,29078.XP_008157177.1,5.740859504778904
3J6KW,61,34839.XP_005386630.1,5.902419326710771
3J6KX,62,9612.ENSCAFP00000005640,4.095705261667015
3J6KY,30,9986.ENSOCUP00000001327,6.627785365044481
3J6KZ,37,185453.XP_006868642.1,5.8634458030144145
3J6M0,40,9685.ENSFCAP00000011955,8.121024765701277
3J6M2,9,13616.ENSMODP00000014423,5.978971371726578
3J6M3,21,9478.XP_008061198.1,8.265942665763403
3J6M4,22,10036.XP_005087842.1,6.645265017453721
3J6M5,45,9694.XP_007090092.1,5.076124582067549
3J6M6,29,10029.XP_007637014.1,8.119306866855057
3J6M8,39,9694.XP_007096558.1,7.059335708869087
3J6MB,42,9694.XP_007078185.1,6.3009505225579305
3J6MC,37,885580.XP_010628516.1,6.3124325806881085
3J6MD,31,28737.XP_006903670.1,5.880547774919636
3J6ME,9,9707.XP_004396560.1,3.328143347116168
3J6MF,44,72004.XP_005899354.1,4.784672961066082
3J6MI,41,132908.ENSPVAP00000003386,3.162645481885375
3J6MJ,30,9818.XP_007950982.1,7.391388456435326
3J6MK,5,9778.XP_004370647.1,3.70371704359419
3J6MN,31,9818.XP_007932851.1,6.0320380175248545
3J6MP,31,10116.ENSRNOP00000062770,4.004469707339181
3J6MQ,62,9601.ENSPPYP00000016141,4.5696996045658755
3J6MR,45,59538.XP_005959596.1,6.230751166955907
3J6MS,9,10181.XP_004845975.1,6.879365109568236
3J6MT,8,10181.XP_004863982.1,8.092878774353904
3J6MU,63,51337.XP_004660780.1,8.307325818163125
3J6MV,8,9707.XP_004408451.1,4.358607581803829
3J6MY,64,9555.ENSPANP00000009100,7.995325665983904
3J6MZ,39,72004.XP_005906327.1,4.565107006224808
3J6N0,48,10181.XP_004845071.1,7.803631685469361
3J6N1,5,29073.XP_008704969.1,8.246265586038405
3J6N2,18,9365.XP_007526857.1,5.9462373819692935
3J6N3,16,9365.XP_007535208.1,8.34718208182517
3J6N4,28,118797.XP_007460809.1,5.585212888499408
3J6N5,28,10042.XP_006997050.1,6.923253669498545
3J6N6,15,10181.XP_004869921.1,9.371573260020147
3J6N7,28,246437.XP_006169734.1,5.489927776877083
3J6N8,35,9739.XP_004327285.1,5.6685735114753575
3J6N9,14,9258.ENSOANP00000014924,5.664365613562074
3J6NA,62,13616.ENSMODP00000019342,5.972272651011253
3J6NB,22,9402.XP_006923739.1,8.888704186594314
3J6NC,2,246437.XP_006159742.1,7.405561866403679
3J6ND,3,29073.XP_008686373.1,7.970700679739491
3J6NE,46,61622.XP_010356532.1,5.8918344745622155
3J6NF,90,9478.XP_008067833.1,9.553717565067698
3J6NG,40,9694.XP_007087779.1,6.250050963307123
3J6NH,7,885580.XP_010603530.1,5.538933104888673
3J6NI,60,9597.XP_003830704.1,4.945691606929411
3J6NJ,5,29073.XP_008688827.1,7.46218272118478
3J6NK,37,89462.XP_006047200.1,5.195865896806227
3J6NM,40,109478.XP_005877698.1,8.16181616168234
3J6NN,49,59538.XP_005981960.1,4.751214479706219
3J6NP,63,9597.XP_008970842.1,6.094409899287608
3J6NQ,30,10036.XP_005077761.1,7.361624602327579
3J6NR,22,885580.XP_010642781.1,4.141521497028143
3J6NS,18,9365.XP_007539041.1,7.749786245908347
3J6NT,17,9371.XP_004716052.1,3.320050140888329
3J6NU,33,10029.XP_007617037.1,6.734033621260092
3J6NV,36,246437.XP_006149413.1,6.0915238333805135
3J6NW,30,9986.ENSOCUP00000001290,3.828359574043629
3J6NX,54,42254.XP_004612333.1,6.9753362826284935
3J6NY,22,10029.XP_007614879.1,8.4050657843551
3J6NZ,44,61853.ENSNLEP00000017867,8.23167865591588
3J6P0,35,118797.XP_007463503.1,5.0909514138810215
3J6P2,16,9402.XP_006907995.1,7.276785898942706
3J6P3,41,9767.XP_007176329.1,7.60095904230602
3J6P4,23,10042.XP_006982755.1,4.571591838501259
3J6P5,65,51337.XP_004667482.1,5.303874946794238
3J6P6,27,9767.XP_007184627.1,7.0901117870346875
3J6P7,71,9597.XP_008970245.1,8.292079511699823
3J6P8,4,10181.XP_004921204.1,8.537027868113974
3J6P9,51,9767.XP_007197160.1,4.9770100952469445
3J6PB,7,10181.XP_004870749.1,7.7612556047419305
3J6PC,26,9818.XP_007946183.1,3.1006717204043674
3J6PD,45,9478.XP_008054196.1,4.305548415972784
3J6PE,2,9685.ENSFCAP00000017540,4.30697746310721
3J6PF,44,9707.XP_004416313.1,6.959520616387383
3J6PG,16,9365.XP_007539497.1,4.186626344135266
3J6PH,5,29073.XP_008704661.1,3.5759374302666673
3J6PI,34,9694.XP_007096047.1,7.730170877568156
3J6PJ,6,29073.XP_008695329.1,7.944101757867297
3J6PK,28,9913.ENSBTAP00000028867,3.1086796053773202
3J6PM,16,9361.ENSDNOP00000021044,4.909559093422064
3J6PN,36,109478.XP_005884245.1,8.181904290614542
3J6PP,35,9778.XP_004388929.1,5.715352222355147
3J6PQ,24,246437.XP_006169545.1,8.301911862184602
3J6PR,17,9371.XP_004713759.1,6.986149544904558
3J6PS,14,29073.XP_008706247.1,7.2734505545132375
3J6PT,4,29073.XP_008685749.1,4.905419440907233
3J6PV,59,42254.XP_004613846.1,8.530485315767175
3J6PW,4,34839.XP_005399815.1,7.897835312931671
3J6PX,36,225400.XP_006771929.1,5.258229612259051
3J6PY,14,9478.XP_008047846.1,4.1483752883669505
3J6PZ,32,10029.XP_007635354.1,7.443232034235513
3J6Q1,17,9371.XP_004708481.1,5.262505383126461
3J6Q2,58,28737.XP_006885168.1,4.88823930273521
3J6Q3,32,10029.XP_007606742.1,7.563851879226242
3J6Q4,6,10116.ENSRNOP00000033638,5.546654051363613
3J6Q5,35,246437.XP_006160264.1,5.592015926057567
3J6Q6,6,61622.XP_010356339.1,4.563025156619458
3J6Q7,4,42254.XP_004608379.1,5.218075462697522
3J6Q8,5,13616.ENSMODP00000019748,4.248775560138132
3J6Q9,34,885580.XP_010610016.1,6.656840862431409
3J6QA,32,9767.XP_007170327.1,7.5197076166216235
3J6QC,16,9541.XP_005558488.1,5.118676054412234
3J6QE,67,9541.XP_005576355.1,5.485099730309989
3J6QF,65,118797.XP_007451468.1,6.361274965463651
3J6QG,42,9668.ENSMPUP00000012522,5.433699260043476
3J6QH,41,9713.XP_006731997.1,5.707544805670822
3J6QI,17,9597.XP_008949996.1,19.78913027947991
3J6QJ,31,10029.XP_007612885.1,8.181738631999444
3J6QK,33,885580.XP_010631014.1,6.356049007604972
3J6QM,48,225400.XP_006775847.1,8.051357140050445
3J6QN,57,34839.XP_005408908.1,6.526317441808897
3J6QP,3,34839.XP_005384395.1,3.2419387308220147
3J6QQ,34,10029.XP_007626786.1,8.14664342786739
3J6QR,34,9767.XP_007175972.1,8.062644508690045
3J6QT,43,9733.XP_004285090.1,6.159764687632776
3J6QU,26,885580.XP_010612175.1,8.3001460059811
3J6QV,50,9646.ENSAMEP00000009251,4.04262309846356
3J6QW,56,59538.XP_005968498.1,8.065011696504794
3J6QX,21,9478.XP_008071984.1,7.955268748456395
3J6QY,22,10042.XP_006991235.1,4.375441690782356
3J6QZ,16,9402.XP_006924014.1,7.649082832224423
3J6R0,35,9940.ENSOARP00000020808,7.376630065265285
3J6R1,9,34839.XP_005415444.1,6.238133757450347
3J6R2,58,42254.XP_004608594.1,5.805500178472017
3J6R3,19,9541.XP_005585659.1,5.593999022291713
3J6R5,70,246437.XP_006146898.1,4.998844209067416
3J6R6,2,885580.XP_010637424.1,6.515104201171935
3J6R7,20,9478.XP_008057015.1,4.665611567933615
3J6R8,7,482537.XP_008586168.1,6.927444098257017
3J6R9,29,9818.XP_007939318.1,5.394590791830176
3J6RA,22,10029.XP_007620155.1,3.154494846539574
3J6RB,5,59538.XP_005962655.1,4.238135743374488
3J6RC,42,9713.XP_006739937.1,6.614224235626156
3J6RD,36,9733.XP_004282473.1,8.698458089852265
3J6RE,25,13616.ENSMODP00000038921,5.12171605921638
3J6RF,25,9361.ENSDNOP00000026857,5.529336616147358
3J6RH,40,9733.XP_004274583.1,4.160493342750848
3J6RI,32,10029.XP_007637017.1,5.6426038826030975
3J6RJ,56,34839.XP_005389743.1,7.2963445388399695
3J6RK,26,10029.XP_007622442.1,8.242889791841918
3J6RM,4,29073.XP_008704540.1,8.055653343762193
3J6RN,17,9361.ENSDNOP00000010387,4.392808352060443
3J6RP,23,10116.ENSRNOP00000036731,7.957885211456501
3J6RQ,27,9818.XP_007937414.1,4.246144107115953
3J6RR,27,9818.XP_007944475.1,5.954045599967493
3J6RT,28,9778.XP_004387058.1,4.090802403812587
3J6RU,68,9555.ENSPANP00000001469,6.610571577155811
3J6RV,12,51337.XP_004665513.1,4.721933814403389
3J6RW,30,10036.XP_005073949.1,7.43358188333569
3J6RX,31,9940.ENSOARP00000017293,8.225621867137034
3J6RY,6,29073.XP_008695380.1,6.824089733111306
3J6RZ,28,246437.XP_006152930.1,8.104121100997686
3J6S0,48,109478.XP_005867773.1,6.650737941253758
3J6S1,53,61853.ENSNLEP00000002277,7.207534630445155
3J6S2,37,89462.XP_006078733.1,6.112971392693
3J6S3,42,9778.XP_004380231.1,6.7331385274528195
3J6S4,49,9733.XP_004281858.1,5.809877592540668
3J6S5,17,9305.ENSSHAP00000020227,4.862733212450459
3J6S6,5,79684.XP_005343729.1,3.5416089130107085
3J6S7,43,9694.XP_007086123.1,6.493405347781605
3J6S8,68,9541.XP_005551641.1,7.015681230110124
3J6S9,61,9612.ENSCAFP00000021277,5.599943804979899
3J6SA,24,9986.ENSOCUP00000012799,3.8044254180629378
3J6SB,45,9694.XP_007080310.1,7.999892882943719
3J6SC,32,9739.XP_004314507.1,8.532708583896975
3J6SE,167,9365.XP_007524188.1,11.06025702458767
3J6SF,43,9668.ENSMPUP00000010589,5.409594280066961
3J6SG,7,10181.XP_004884244.1,6.715747530642479
3J6SH,47,29073.XP_008707006.1,6.120770417368389
3J6SI,50,9694.XP_007091573.1,7.990188280147097
3J6SJ,6,13616.ENSMODP00000009543,3.506712550050907
3J6SK,52,72004.XP_005899065.1,6.553540246715957
3J6SP,7,482537.XP_008571891.1,5.203164739643564
3J6SQ,18,9365.XP_007536055.1,8.259338851748101
3J6SR,26,10042.XP_006979020.1,4.131667497549358
3J6SS,38,59463.ENSMLUP00000008936,6.406436465041461
3J6ST,66,10181.XP_004847944.1,8.425781077584325
3J6SU,26,246437.XP_006142865.1,8.165319975418985
3J6SV,30,109478.XP_005875964.1,4.233889492720313
3J6SX,15,89462.XP_006055376.1,6.434412703125947
3J6SZ,19,9361.ENSDNOP00000020449,4.352125522266736
3J6T0,2,9694.XP_007079586.1,5.626819677323418
3J6T1,2,246437.XP_006147766.1,4.280640993079037
3J6T2,49,225400.XP_006771618.1,6.098833654560695
3J6T3,29,9361.ENSDNOP00000025635,10.472201250972406
3J6T4,6,13616.ENSMODP00000026066,4.553110856186892
3J6T5,52,42254.XP_004611289.1,7.972041230314933
3J6T7,128,27679.XP_010349262.1,18.69870248555669
3J6T8,2,72004.XP_005892631.1,6.8810181747769485
3J6T9,25,10029.XP_007606780.1,5.420598439618304
3J6TA,40,61853.ENSNLEP00000002105,4.763321229072524
3J6TB,35,9778.XP_004369009.1,4.244760194538321
3J6TC,3,34839.XP_005394670.1,7.749377514398935
3J6TD,19,9402.XP_006910208.1,4.232983307986491
3J6TE,16,9371.XP_004709401.1,5.692903812038115
3J6TG,47,9739.XP_004311605.1,7.7332866560234335
3J6TH,25,9739.XP_004322417.1,6.754934669355069
3J6TI,10,10160.XP_004644444.1,7.181923448430555
3J6TJ,45,61853.ENSNLEP00000020016,4.653812665117009
3J6TK,40,9778.XP_004388443.1,3.752967520141139
3J6TM,54,60711.ENSCSAP00000008057,7.351060564126078
3J6TN,40,89462.XP_006049801.1,7.395084821594159
3J6TP,23,10042.XP_006989321.1,5.814550282967657
3J6TQ,24,885580.XP_010603218.1,6.481368951164413
3J6TR,60,34839.XP_005409391.1,7.595729494771442
3J6TT,18,9365.XP_007530213.1,8.115704384223545
3J6TU,57,51337.XP_004658918.1,5.991083545455865
3J6TV,52,72004.XP_005887253.1,3.8334896953926156
3J6TW,7,13616.ENSMODP00000017102,8.290067352984204
3J6TX,39,118797.XP_007450392.1,6.446185347863596
3J6TY,5,42254.XP_004613033.1,4.691669469900921
3J6TZ,40,109478.XP_005866773.1,6.3100132287366
3J6U0,15,9371.XP_004706198.1,7.308556609509155
St. Dev == 0, crisp alignment at N-ter
3J6U2,42,9668.ENSMPUP00000012967,5.071984381983802
3J6U4,2,246437.XP_006144225.1,5.330371290461997
3J6U5,16,10029.XP_007628644.1,7.459324359987402
3J6U7,1,885580.XP_010602697.1,7.332585148559737
3J6U8,49,185453.XP_006871376.1,8.16916263208698
3J6U9,26,246437.XP_006170922.1,4.865941426560189
3J6UA,29,10029.XP_007617964.1,7.55435835076359
3J6UB,52,9483.ENSCJAP00000051850,8.386980479212689
3J6UC,12,9305.ENSSHAP00000013173,4.7067769190729045
3J6UD,21,9668.ENSMPUP00000018528,4.264221369591777
3J6UE,58,59538.XP_005958550.1,7.538336848655469
3J6UF,51,61853.ENSNLEP00000009795,5.930997330726028
3J6UG,64,9555.ENSPANP00000007040,6.40297541149446
3J6UH,59,34839.XP_005378828.1,8.424013068924047
3J6UI,5,10181.XP_004871705.1,6.242557535457935
3J6UN,47,109478.XP_005862336.1,4.659243786507405
3J6UP,45,246437.XP_006147720.1,3.9002555995443675
3J6UQ,5,29073.XP_008693069.1,5.527854938105722
3J6UR,57,51337.XP_004661135.1,6.3230827659734805
3J6US,46,9694.XP_007088322.1,5.69981869089854
3J6UT,57,34839.XP_005405390.1,8.423922681697341
3J6UU,18,9365.XP_007531713.1,6.606735803770037
3J6UV,12,28737.XP_006894088.1,7.145200257985572
3J6UW,54,42254.XP_004613875.1,8.026021049339292
3J6UX,22,9986.ENSOCUP00000008307,3.9284876411158
3J6UY,24,885580.XP_010607008.1,8.681150561908373
3J6V0,44,246437.XP_006159145.1,5.702674092325345
3J6V1,16,9402.XP_006912608.1,6.519227666319466
3J6V2,8,27679.XP_010338116.1,6.458871111036269
3J6V3,9,10160.XP_004647282.1,7.39112309616221
3J6V4,47,9778.XP_004390074.1,7.5051504464576215
3J6V5,54,9612.ENSCAFP00000028058,6.992380044967748
3J6V6,51,9739.XP_004323066.1,7.928022525050816
3J6V8,6,28737.XP_006889206.1,7.496949567850781
3J6VA,31,10029.XP_007610803.1,6.931654193648453
3J6VB,80,10181.XP_004855515.1,10.10269863613279
3J6VC,17,9371.XP_004715408.1,5.375887887301457
3J6VF,48,9713.XP_006749652.1,8.4016322661828
3J6VG,7,9823.ENSSSCP00000015467,5.792528747444236
3J6VH,3,34839.XP_005412880.1,3.609269638064336
3J6VI,35,109478.XP_005886551.1,4.649332263996861
3J6VJ,9,42254.XP_004600375.1,6.748161861433912
3J6VK,15,9361.ENSDNOP00000027826,8.068878606409589
3J6VN,67,10160.XP_004648734.1,5.0289160923041045
3J6VP,2,10029.XP_007610502.1,4.443424870300636
3J6VQ,2,9597.XP_008976353.1,5.6699137736883705
3J6VR,60,9597.XP_003808887.2,6.344151819018403
3J6VT,8,13616.ENSMODP00000015076,6.738154078616734
3J6VU,8,27679.XP_010342512.1,7.130921830551264
3J6VV,32,9778.XP_004385629.1,7.101237517208035
3J6VW,66,9601.ENSPPYP00000007999,5.754367329084593
3J6VX,73,482537.XP_008576359.1,8.33692792189685
3J6VY,41,9778.XP_004371160.1,8.696926781436586
3J6VZ,6,29073.XP_008709201.1,5.13306906484232
3J6W1,14,9305.ENSSHAP00000003410,6.433712553024066
3J6W2,35,9778.XP_004384538.1,8.165031444235474
3J6W3,17,9371.XP_004710916.1,6.791453817751788
3J6W4,25,9541.XP_005553605.1,5.423342518272346
3J6W5,9,10181.XP_004842876.1,6.365944951711013
3J6W6,24,9978.XP_004592195.1,6.854897101750472
3J6W7,30,109478.XP_005875917.1,8.612159878702897
3J6W8,26,10036.XP_005071304.1,5.083789048366501
3J6W9,41,89462.XP_006068209.1,5.963890433699582
3J6WA,6,27679.XP_010345626.1,6.502384496882116
3J6WB,32,9978.XP_004579768.1,5.8631243697801425
3J6WC,6,34839.XP_005396155.1,5.748896307105624
3J6WD,58,10181.XP_004856087.1,5.114950362267241
3J6WE,20,9541.XP_005554271.1,5.070901643443524
3J6WF,56,72004.XP_005886936.1,5.51078037266931
3J6WI,41,89462.XP_006048298.1,6.314735000959855
3J6WJ,14,9402.XP_006915479.1,4.914655321507293
3J6WK,24,885580.XP_010631495.1,7.187277549600525
3J6WN,59,72004.XP_005902089.1,4.846606830936923
3J6WQ,35,246437.XP_006143070.1,6.472190811546556
3J6WR,5,29073.XP_008682536.1,6.042753536318591
3J6WS,34,246437.XP_006166015.1,4.078447556613875
3J6WT,4,9555.ENSPANP00000015784,6.577068310469988
3J6WU,10,10181.XP_004858020.1,5.885174893701889
3J6WV,89,9707.XP_004408283.1,7.082900645434016
3J6WW,34,9940.ENSOARP00000004314,4.682094461564028
3J6WX,49,10181.XP_004902912.1,4.580392104975614
3J6WY,8,10181.XP_004843101.1,5.310201276471292
3J6X0,37,61622.XP_010365506.1,6.231585471007853
3J6X1,7,482537.XP_008566495.1,4.401191487133794
3J6X2,57,59538.XP_005963952.1,7.0391311508995456
3J6X3,22,9986.ENSOCUP00000016546,3.4620624515833485
3J6X4,62,59538.XP_005969129.1,5.851106700893664
3J6X5,27,28737.XP_006881961.1,5.278206220367945
3J6X6,4,10181.XP_004865180.1,5.346236369565849
3J6X7,52,61622.XP_010384908.1,5.981495976002598
3J6X8,64,13616.ENSMODP00000012124,6.991086561549308
3J6X9,69,9541.XP_005571507.1,6.95810518219107
3J6XA,33,9986.ENSOCUP00000001542,8.305536612280067
3J6XB,36,225400.XP_006773201.1,4.772316332794481
3J6XC,26,1026970.XP_008829720.1,4.123011521413724
3J6XD,19,9365.XP_007518454.1,9.004751962507875
3J6XE,46,9694.XP_007098552.1,6.055678458802161
3J6XF,25,9361.ENSDNOP00000029037,8.962795804839711
3J6XH,48,42254.XP_004611725.1,6.609164284023951
3J6XI,44,9597.XP_008965985.1,5.87576545839049
3J6XK,3,28737.XP_006882641.1,6.153775906800601
3J6XM,9,10181.XP_004851130.1,5.606310764741804
3J6XN,36,10036.XP_005078150.1,7.74926453436419
3J6XP,52,9767.XP_007175791.1,8.327541277168413
3J6XQ,14,28737.XP_006899081.1,3.314749324684304
3J6XR,8,27679.XP_003921651.2,7.755815941917012
3J6XS,62,59538.XP_005972131.1,7.2277864288390266
3J6XT,40,109478.XP_005877723.1,3.548393319492415
3J6XV,1,885580.XP_010609028.1,4.92941770340967
3J6XW,87,9478.XP_008058860.1,6.422537681067102
3J6XX,40,9778.XP_004369305.1,6.141069244849435
3J6XY,45,9694.XP_007076905.1,5.700154920110848
3J6XZ,50,10181.XP_004860589.1,4.9860087984975525
3J6Y0,41,79684.XP_005364383.1,7.742260006282249
3J6Y1,24,885580.XP_010639193.1,6.960493890815262
3J6Y2,18,9371.XP_004713979.1,5.261584027427046
3J6Y3,15,9258.ENSOANP00000015980,7.0725130416673085
3J6Y4,24,1026970.XP_008833662.1,3.7837256936087758
3J6Y5,7,246437.XP_006140633.1,3.8375697405278335
3J6Y6,22,9767.XP_007178687.1,6.7684909612965685
3J6Y7,7,29073.XP_008686939.1,5.426364527023828
3J6Y8,5,29073.XP_008692185.1,6.817747119363993
3J6Y9,47,9739.XP_004312855.1,5.198647508734363
3J6YA,12,10042.XP_006981715.1,8.603090020146066
3J6YB,60,34839.XP_005412924.1,8.267758347024008
3J6YC,33,79684.XP_005365366.1,3.552571209707688
3J6YD,6,29073.XP_008697851.1,6.05539595814403
3J6YE,27,482537.XP_008576393.1,8.393292033577572
3J6YF,34,885580.XP_010631461.1,6.208488535620954
3J6YG,18,9361.ENSDNOP00000003063,3.1102727840888567
3J6YH,26,246437.XP_006148487.1,6.2669065609151
3J6YJ,18,34839.XP_005385421.1,4.329056513422078
3J6YK,6,10181.XP_004870266.1,6.432367659276053
3J6YN,65,9601.ENSPPYP00000007986,5.448967661333428
3J6YP,35,9986.ENSOCUP00000027154,8.059743748940905
3J6YQ,30,10160.XP_004629178.1,5.142541326281881
3J6YR,23,9713.XP_006750965.1,5.674517878366317
3J6YS,12,9978.XP_004577492.1,8.267513777248812
3J6YT,58,29073.XP_008705157.1,4.870622525941132
3J6YU,56,72004.XP_005906891.1,7.746259562206888
3J6YV,29,246437.XP_006168852.1,8.530379252528467
3J6YW,30,9818.XP_007934066.1,7.984538218111028
3J6YX,56,51337.XP_004659266.1,7.104759812059357
3J6YY,8,27679.XP_010331747.1,7.584699282369461
3J6YZ,48,109478.XP_005869184.1,5.714697933813339
3J6Z0,46,109478.XP_005872688.1,7.92768953275249
3J6Z1,51,9733.XP_004273485.1,4.793567052994246
3J6Z2,42,9694.XP_007088569.1,6.809691234009183
3J6Z3,5,29073.XP_008683801.1,4.882269180624772
3J6Z4,47,9739.XP_004314330.1,5.950459072856427
3J6Z5,4,29073.XP_008682017.1,7.738646056296365
3J6Z6,49,9544.ENSMMUP00000018556,5.938274850509931
